Date,ABBV,ABT,AMGN,BMY,BSX,DHR,ISRG,JNJ,LLY,MRK,PFE,SYK,TMO,UNH,VRTX
2016-07-29,46.54551696777344,38.47540283203125,133.74563598632812,57.076236724853516,24.280000686645508,69.40608215332031,77.3066635131836,99.25531768798828,71.30046844482422,43.708492279052734,24.85149574279785,105.88884735107422,155.33596801757812,126.57491302490234,97.0
2016-08-01,47.044490814208984,38.939697265625,135.40162658691406,58.12910461425781,24.43000030517578,69.45721435546875,77.09666442871094,99.3900375366211,71.5499038696289,43.708492279052734,25.13443946838379,106.56270599365234,156.0401153564453,126.84886932373047,98.19999694824219
2016-08-02,46.93205642700195,38.750545501708984,135.39382934570312,57.259334564208984,24.170000076293945,68.97142791748047,76.72110748291016,98.95413208007812,71.67033386230469,43.46260452270508,24.514667510986328,105.36068725585938,152.98899841308594,126.54834747314453,99.13999938964844
2016-08-03,46.78446960449219,38.64735412597656,134.83407592773438,57.068599700927734,23.84000015258789,69.01402282714844,76.41444396972656,98.201171875,71.15422058105469,42.95592498779297,23.971256256103516,104.55931091308594,152.55859375,126.2920150756836,100.44000244140625
2016-08-04,46.454158782958984,38.52699661254883,134.2432098388672,57.465328216552734,24.139999389648438,69.13335418701172,77.06555938720703,98.1694564819336,70.89617156982422,43.097503662109375,23.87615966796875,104.58661651611328,152.96934509277344,126.14179229736328,100.27999877929688
2016-08-05,46.763389587402344,38.913909912109375,135.01287841796875,48.2794303894043,24.139999389648438,69.45721435546875,77.03666687011719,98.47066497802734,70.15641784667969,47.583091735839844,24.073143005371094,104.63218688964844,154.03533935546875,126.38926696777344,102.43000030517578
2016-08-08,46.622825622558594,38.70755386352539,133.98666381835938,46.005836486816406,23.8799991607666,69.26971435546875,76.98222351074219,98.00304412841797,70.19081115722656,46.837982177734375,23.72671890258789,104.55931091308594,153.06719970703125,125.6291275024414,102.47000122070312
2016-08-09,46.918006896972656,38.759151458740234,133.78451538085938,47.00529861450195,24.149999618530273,69.20152282714844,77.40888977050781,97.82866668701172,70.10478973388672,46.56229019165039,23.82861328125,105.13300323486328,153.2236328125,125.35511016845703,102.83000183105469
2016-08-10,46.68606948852539,38.52699661254883,133.1236572265625,46.21946716308594,23.8799991607666,69.21857452392578,77.02666473388672,97.7731704711914,69.28762817382812,46.674068450927734,23.86257553100586,105.20587158203125,152.56845092773438,125.6821517944336,99.69999694824219
2016-08-11,47.05152130126953,38.73333740234375,134.0565948486328,46.51701736450195,23.860000610351562,69.49128723144531,77.28221893310547,98.09813690185547,69.73773956298828,47.41172409057617,23.87615966796875,105.20587158203125,153.98641967773438,126.07103729248047,101.20999908447266
