,pair,correlation,same_sector,same_kmeans_3,same_kmeans_6,mean_reverting,keyword_overlap,growth_diff
1308,"('CI', 'COO')",0.7689935584033538,0,0,0,False,28,-0.0017144052885625094
1309,"('CI', 'LH')",0.8438173488299648,0,0,0,False,28,0.0371908231936566
1310,"('CI', 'PODD')",0.7935527111675351,0,0,0,False,28,-0.0555937297089448
1311,"('CI', 'DGX')",0.8908229154236613,0,0,0,False,29,0.023030595206770036
1312,"('CI', 'MOH')",0.9042117889447079,1,0,0,False,27,-0.04934019116598451
1313,"('CI', 'HOLX')",0.8648380934108739,0,0,0,False,30,0.05672205957918784
1314,"('CI', 'ALGN')",0.5754633329049907,0,0,0,False,31,-0.041701514585862284
1315,"('CI', 'UTHR')",0.7699700179529202,0,0,0,False,28,-0.031605812478913184
1316,"('CI', 'BAX')",0.3353284889234071,0,0,0,False,29,-0.00592093612282733
1317,"('CI', 'VTRS')",-0.7853313420974559,0,0,0,False,28,-0.01693298603786814
1318,"('CI', 'RVTY')",0.7584786195059751,0,0,0,False,32,0.007742971169019229
1319,"('CI', 'THC')",0.44983195468657866,0,0,0,False,28,0.004712040271068467
1320,"('CI', 'NBIX')",0.7971812440287398,0,0,0,False,32,-0.05133762189273254
1321,"('CI', 'BMRN')",0.09565627264227572,0,0,0,False,29,-0.008794313739698082
1322,"('CI', 'INCY')",-0.13910785283056532,0,0,0,False,32,-0.015839850224547845
1323,"('CI', 'SRPT')",0.6012181469413119,0,0,0,False,29,-0.0843054612932998
1324,"('CI', 'TECH')",0.7480584036116512,0,1,1,False,31,0.022522082499516333
1325,"('CI', 'EXAS')",0.49448318435628585,0,0,0,False,27,-0.040111418043921196
1326,"('CI', 'UHS')",0.49875586197181704,0,0,0,False,27,-0.0018647546450590267
1327,"('CI', 'EXEL')",0.5912151740326923,0,0,0,False,31,-0.056568897888666286
1328,"('CI', 'EHC')",0.8258927117635345,0,0,0,False,29,-0.012253862109699743
1329,"('CI', 'CRL')",0.6764494215937019,0,1,1,False,29,-0.01886134918346177
1330,"('CI', 'QGEN')",0.7701591156237716,0,0,0,False,28,0.014446981780392982
1331,"('CI', 'GMED')",0.7911184819413348,0,0,0,False,29,-0.068064519837184
1332,"('CI', 'HSIC')",0.7767887072598076,0,0,0,False,29,-0.0020315605344199614
1333,"('CI', 'TFX')",0.5243022515080497,0,0,0,False,29,0.004021856877778514
